1,מגדיל
2,גביית
3,כלכלי
4,בענפי
5,הקרבה
6,דצמבר
7,ינואר
8,בחינת
9,נקודת
10,המוצא
11,סיכון
12,חמישי
13,תחזית
14,חטיבת
15,המחקר
16,מניחה
17,סגרים
18,בטווח
19,הנראה
20,נוספת
21,הייתה
22,עלייה
23,הרחבת
24,השפעה
25,במדדי
26,בחודש
27,ניכרת
28,ירידה
29,אשראי
30,נכנסת
31,ומתוך
32,מערכת
33,פתיחת
34,לקבלת
35,באופן
36,מצוין
37,האמור
38,לשמור
39,ציבור
40,בנקים
41,רשאים
42,לצמצם
43,מהיום
44,ובלבד
45,שיעור
46,לחייב
47,קביעת
48,לאפשר
49,שירות
50,לקבלו
51,יקבעו
52,סניפי
53,התחשב
54,פיזור
55,יכולת
56,יבחנו
57,מסגרת
58,החלטה
59,נקיטת
60,שונים
61,ובכלל
62,הודעה
63,שינוי
64,בהקדם
65,אפשרי
66,בנקאי
67,מחצית
68,שנייה
69,תחילת
70,במהלך
71,נסקרת
72,ולאחר
73,יציאה
74,מהסגר
75,שלישי
76,ונראה
77,שהמשק
78,הביאה
79,אפשרה
80,נרחבת
81,בהמשך
82,התפשט
83,הדלתא
84,חולים
85,חיסון
86,מיעוט
87,לעומת
88,עדיין
89,שוררת
90,ודאות
91,ובפרט
92,בשלהי
93,ריבית
94,הוחלט
95,הפסקת
96,הפעלה
97,הכלים
98,וועדה
99,עיצום
100,השפעת
101,ישראל
102,נרכשו
103,בהתאם
104,החלטת
105,הנותר
106,הוצגו
107,העידו
108,התוצר
109,יחסית
110,מתקרב
111,לרמות
112,שלושת
113,הוטלו
114,רביעי
115,שלווה
116,בסיום
117,הוסרו
118,נותרו
119,אישור
120,מתווה
121,הגדלה
122,תפוצת
123,סגירה
124,שמיים
125,הטבות
126,מהוות
127,הנועד
128,לכשלי
129,רווחה
130,לאורך
131,אחוזי
132,הנמצא
133,שימוש
134,שניתן
135,לראות
136,ארבעה
137,תמיכה
138,גורמי
139,ייצור
140,בתחום
141,פנסיה
142,במטרה
143,ראייה
144,פרטים
145,לחסוך
146,תקופת
147,פרישה
148,ידועה
149,הכנסה
150,להאיץ
151,אכלוס
152,עולים
153,למשוך
154,קרנות
155,תקופה
156,שונות
157,בדיקת
158,כלומר
159,מלוות
160,ירידת
161,רווחי
162,אבטלה
163,הממצא
164,מרכזי
165,שדפוס
166,השתנה
167,מהותי
168,הביאו
169,שיפור
170,ממשלה
171,המעבר
172,העלאת
173,ממסים
174,הגדלת
175,מצבים
176,מחסור
177,ביקוש
178,לצורך
179,ייצוב
180,כלכלה
181,בדומה
182,לדפוס
183,מקובל
184,לתפקד
185,נתוני
186,עבודה
187,לחודש
188,מקדמי
189,הדבקה
190,להיות
191,עוצמת
192,סביבת
193,עומדת
194,קרובה
195,נרשמה
196,הדולר
197,מונחי
198,עדכנה
199,מחירי
200,דירות
201,שנרשם
202,בשנים
203,במגמת
204,שעלול
205,אספקה
206,מרבית
207,גבוהה
208,מיעדי
209,הידוק
210,בעולם
211,כניסת
212,לתחום
213,העלתה
214,שאלות
215,למבנה
216,עתידי
217,במידע
218,שנצבר
219,ביצעו
220,הפעלת
221,ביצוע
222,ולפיה
223,חדשים
224,לעודד
225,תחרות
226,להביא
227,לצרכן
228,כפופה
229,למספר
230,שנאסף
231,מכירה
232,אחרים
233,עבורם
234,שאינם
235,תיבחן
236,סוגיה
237,הנושא
238,בנייד
239,ראשות
240,המשנה
241,אנדרו
242,פרסמה
243,עניין
244,להקמת
245,שיחות
246,גופים
247,הרבים
248,לרבות
249,כניסה
250,משלחת
251,שנתית
252,המטבע
253,אתמול
254,כלכלת
255,תקיים
256,בצורה
257,כוללת
258,איווה
259,שלושה
260,פלורס
261,שאקיל
262,האסאן
263,גרסיה
264,כמידי
265,במגזר
266,תיפגש
267,בכירי
268,ראשית
269,משרדי
270,כללית
271,במספר
272,להשגת
273,יעדים
274,נקבעו
275,איכות
276,סביבה
277,האוצר
278,ייכתב
279,השנתי
280,מפורט
281,מועצת
282,שנהוג
283,מדינה
284,דוחות
285,זוכים
286,תפוצה
287,בשוקי
288,כספים
289,דירוג
290,משקים
291,וואלי
292,ביקור
293,פגישה
294,הנגיד
295,ואנשי
296,מקצוע
297,נדונו
298,יחסים
299,ונערך
300,אודות
301,ספרות
302,והשיח
303,בנושא
304,עובדי
305,מינהל
306,חברות
307,תופעה
308,ממצאי
309,לעמדה
310,לתרום
311,לפחות
312,לשעבר
313,מחברי
314,הנהלה
315,בכירה
316,ניתוח
317,גדולה
318,פיקוח
319,שחברה
320,תשכור
321,נוטות
322,לשכור
323,פועלת
324,מינוי
325,משפיע
326,חיובי
327,קיימת
328,נמצאה
329,עודפת
330,בדרגה
331,תפקיד
332,יורדת
333,שכמות
334,הנהלת
335,החברה
336,שהזמן
337,העובד
338,תחומי
339,עיסוק
340,קשרים
341,המגזר
342,טלטלה
343,אגרות
344,נצפתה
345,צעדים
346,נבחנו
347,חלוקה
348,פגיעה
349,חמורה
350,נעשתה
351,בחינה
352,ישירה
353,בוחנת
354,ביטוי
355,מדדים
356,לשלוש
357,בשלוש
358,מתפקד
359,נדרשת
360,מספקת
361,תיתכן
362,דוגמה
363,בעלות
364,העסקה
365,לקנות
366,למכור
367,במחיר
368,המשקף
369,יסודי
370,מכירת
371,בעיית
372,באמצע
373,לוותה
374,קונים
375,איזון
376,תמונה
377,העולה
378,המשבר
379,זוהתה
380,שעולה
381,משתקף
382,מרווח
383,קנייה
384,טובים
385,ביותר
386,תואמת
387,מחזקת
388,הערכה
389,שילמו
390,שמדדי
391,העלות
392,כאמור
393,בהיבט
394,כללות
395,למרות
396,מראים
397,במחקר
398,שנערך
399,ניכוי
400,הקצרה
401,שהקשר
402,נמוכה
403,בהבנה
404,שכתבו
405,נמרוד
406,ריבון
407,ומיקי
408,שיתוף
409,במאגר
410,הכולל
411,לשנים
412,לבחון
413,מושפע
414,באותה
415,פעולה
416,נושאי
417,לעלות
418,עולמי
419,קצרות
420,ועולה
421,מקורן
422,החממה
423,מיצור
424,צמצום
425,נטולי
426,פליטה
427,שילוב
428,שניים
429,דוגמא
430,נסועה
431,פרטית
432,מאיות
433,רכבים
434,להגיע
435,לשבעה
436,טעינה
437,חוקית
438,ייעשה
439,שערכו
440,ליאור
441,ויוסי
442,ועתיד
443,בקרוב
444,טביעת
445,טיפול
446,מצביע
447,פליטת
448,בהיקף
449,החשמל
450,וחלקו
451,זיהום
452,הנובע
453,הסדרי
454,ילדים
455,שאינן
456,מטופל
457,הורים
458,כשליש
459,רישום
460,הטובה
461,ממוצע
462,מכריע
463,נרשמו
464,העדפה
465,משפחה
466,סיבות
467,ציינו
468,סקרים
469,נועדו
470,ללמוד
471,מגיפת
472,התאמה
473,לזהות
474,חולקו
475,המחיר
476,מפוקח
477,מוענק
478,סבסוד
479,זכאים
480,נערכו
481,בעיקר
482,שאינה
483,חרדית
484,ערבית
485,בכרבע
486,נעזרו
487,מהסוג
488,והשאר
489,חלקית
490,ועומד
491,ששולם
492,למחיר
493,מסתכם
494,מהסקר
495,ומשום
496,ההטבה
497,שיקול
498,בחירת
499,בחירה
500,הגבוה
501,נפוצה
502,יושמה
503,הדרגה
504,טיסות
505,תעופה
506,המשיך
507,לגדול
508,תרומה
509,הגברת
510,שהיקף
511,בשנות
512,ממשלת
513,ניהלה
514,הסכמי
515,שכללו
516,קווים
517,מוביל
518,מוצעת
519,איחוד
520,קידום
521,במענה
522,פנייה
523,תהליך
524,יישום
525,וממנה
526,הסירה
527,הצרכן
528,במידה
529,בזכות
530,הפחתת
531,תוצאה
532,מספרן
533,גידול
534,הודות
535,ריאלי
536,אמידת
537,להגעה
538,מהירה
539,לייחס
540,צמיחת
541,בסופו
542,והיקף
543,הוצאה
544,הגדול
545,רכישת
546,נכסים
547,הציבה
548,עליית
549,בעשור
550,אחרון
551,הדיור
552,הצורך
553,בכלים
554,וינון
555,שתרמו
556,בנייה
557,ארוכת
558,מחזור
559,ונמשך
560,עשרים
561,שבקצה
562,המדגם
563,נוכחי
564,הבולט
565,באיור
566,וניכר
567,שדומה
568,לשיאי
569,סטיות
570,שיווי
571,המשקל
572,הטווח
573,הארוך
574,לאמוד
575,מתבסס
576,ונסמך
577,ממודל
578,בסיסי
579,תמחור
580,הדירה
581,והיצע
582,העודף
583,הקיים
584,סטייה
585,מערכן
586,הנגזר
587,והפער
588,בפועל
589,בניית
590,מכרעת
591,ומאיץ
592,עקומת
593,מאיצה
594,מואצת
595,לעודף
596,מסוים
597,מצרכי
598,לדיור
599,ובקצה
600,אומדן
601,השנים
602,שקדמו
603,תומכת
604,מסקנה
605,לתנאי
606,סיכום
607,שלאחר
608,אפסית
609,מתונה
610,שתמכו
611,זעזוע
612,עוצמה
613,השפיע
614,הבניה
615,נפגעה
616,במשקי
617,אופיו
618,הזמני
619,לגזור
620,לקשרי
621,חולפת
622,מציעה
623,כיוון
624,מיועד
625,כוחות
626,תתבהר
627,המעקב
628,השוטף
629,שמירה
630,זיהוי
631,ניטור
632,עבודת
633,בוצעה
634,ונועם
635,חיפוש
636,תשואה
637,מימון
638,היסוד
639,החזוי
640,השקעה
641,בעתות
642,הגדיל
643,להסבר
644,חיזוק
645,מגמות
646,שאחרי
647,למדים
648,עליות
649,צבירה
650,תורמת
651,עלולה
652,פיתחו
653,ביסוס
654,מיתון
655,ניכרה
656,שולבה
657,ננקטו
658,קבוצת
659,המקרו
660,צרכני
661,ממספר
662,הובלת
663,דומים
664,שותפו
665,חברים
666,נותחו
667,משותף
668,קובעי
669,נסיון
670,הורדה
671,מקביל
672,בנוסף
673,למזער
674,לווים
675,משתנה
676,כוונו
677,הגבלת
678,חשיפה
679,רשימה
680,המלאה
681,רכיבי
682,צמצמו
683,ומנגד
684,העסקי
685,כצפוי
686,פיגור
687,ונכסי
688,העלאה
689,לעליה
690,מקומי
691,הקלות
692,נתפסה
693,מקדים
694,בחצות
695,ולמשך
696,מעדכן
697,שאושר
698,יסגרו
699,מקרוב
700,באיים
701,חינוך
702,מיוחד
703,תיסגר
704,למידה
705,מרחוק
706,מהבית
707,צרכים
708,תוגבל
709,הופחת
710,המותר
711,אנשים
712,ישיבה
713,לפעול
714,נציין
715,חוגים
716,תרבות
717,מכלול
718,מסתמן
719,דומות
720,תזכיר
721,נעריך
722,אפריל
723,ראשון
724,לציין
725,החודש
726,המועד
727,ממילא
728,זינקה
729,חודשי
730,פחותה
731,עסקים
732,וקיום
733,הפחות
734,בגינם
735,צפויה
736,נמצאת
737,סגורה
738,עסקית
739,רגילה
740,בגינו
741,ממשיך
742,רציפה
743,לטווח
744,לנוכח
745,קיומו
746,חריגה
747,חזאים
748,שביטא
749,רבעון
750,ועמדה
751,צמיחה
752,ארבעת
753,ייסוף
754,תכנית
755,עליון
756,והבנק
757,בחזרת
758,הרחבה
759,נמשכת
760,להאטה
761,יסיים
762,דעיכת
763,משרות
764,הוסיף
765,למגמה
766,להעיב
767,קודמת
768,התחזק
769,מתמתן
770,קשיים
771,שרשרת
772,ממונה
773,מחודש
774,כוונה
775,לסיים
776,לפרוש
777,מחליף
778,מהבנק
779,המפקח
780,לצורי
781,הרבות
782,הנרחב
783,ובדגש
784,ויישם
785,שאיפה
786,הצלחה
787,סימון
788,אירוע
789,מייצר
790,אזרחי
791,שצפוי
792,נותני
793,הערכת
794,שבמתן
795,לשכות
796,שפרסם
797,ולסמן
798,המידע
799,יסייע
800,שלילי
801,הנוצר
802,שנוצר
803,לשקול
804,למשקל
805,הראוי
806,סומנו
807,צריכה
808,שיקוף
809,הלקוח
810,יאפשר
811,לעדכן
812,למידע
813,ייפגע
814,ערכנו
815,נכונה
816,יוכלו
817,תשומת
818,מושכל
819,ניתנו
820,בהקשר
821,ליצור
822,דחייה
823,פריסת
824,שהדבר
825,ללווה
826,החזרת
827,שיקים
828,תיאום
829,לפגוע
830,ליטול
831,תנאים
832,יכולה
833,להגנה
834,שליטה
835,בחברה
836,חקיקה
837,אכיפה
838,הסוכן
839,לנדרש
840,הממשל
841,העשור
842,אושרו
843,ההגנה
844,הוקמה
845,מחלקה
846,המשפט
847,מחוזי
848,כללים
849,אסיפה
850,מניות
851,ואושר
852,מאפשר
853,הרשות
854,וכיצד
855,הגורם
856,משאבי
857,אישית
858,חשבון
859,ההנחה
860,עצמאי
861,מיומן
862,תמריץ
863,ניצול
864,חושבו
865,ציוני
866,למדגם
867,נסחרו
868,השערת
869,גורסת
870,בולטת
871,השערה
872,לעשות
873,השווי
874,כערוץ
875,ששימש
876,לעושק
877,הגבלה
878,בשווי
879,יתירה
880,הפחית
881,שימור
882,למחוק
883,ממסחר
884,בורסה
885,נמחקו
886,מחיקה
887,כפויה
888,קבוצה
889,שימשו
890,מחקרי
891,בהגנה
892,אולצו
893,לבחור
894,לגרום
895,להפוך
896,תקדים
897,זינוק
898,דורשי
899,הטילה
900,תנועה
901,בהנחה
902,החמרה
903,בתוצר
904,לאמצע
905,השבתה
906,ענפים
907,ברחבי
908,העולם
909,שלבים
910,עדכנו
911,תגובת
912,וחסרת
913,החדות
914,ושוקי
915,קטנים
916,ערבות
917,עצירה
918,קצרים
919,חישוב
920,נוקטת
921,מגוון
922,תקינה
923,תרחיב
924,תפעיל
925,תעריך
926,מתארך
927,והדבר
928,להשיג
929,ולמתן
930,נוצרה
931,השבתת
932,בקובץ
933,מצורף
934,לבלום
935,לארוך
936,ששררה
937,להיקף
938,המסחר
939,מאמצע
940,ביצוא
941,חומרי
942,עובדה
943,בקושי
944,החזרה
945,איחור
946,מדובר
947,עורכת
948,עדכון
949,לעמוד
950,ולרדת
951,תקציב
952,לתוצר
953,תרחיש
954,ובשלב
955,בחדות
956,פירות
957,ירקות
958,למדוד
959,בהרכב
960,נמשכה
961,בימים
962,לרמתו
963,ייחוד
964,בפרוץ
965,ביתרת
966,בחלקו
967,נפגעו
968,ומשקי
969,החזרי
970,ממצים
971,מגיפה
972,ונקטו
973,הפועל
974,רחבות
975,פיצוי
976,העמדת
977,למגזר
978,ישיבת
979,השתתף
980,בדיון
981,תוספת
982,תמרוץ
983,הוצאו
984,פוטרו
985,שתספק
986,אחרות
987,חבילה
988,וחשוב
989,והאצת
990,יחזרו
991,פגיעת
992,תתמשך
993,וברור
994,השגות
995,החשוב
996,עיצוב
997,מושלם
998,ייושם
999,יצליח
1000,יוכרז
1001,יופעל
1002,הסיוע
1003,אישרה
1004,אובדן
1005,תאפשר
1006,הפחתה
1007,והחוב
1008,למנוע
1009,מתמשך
1010,להאצת
1011,לנהוג
1012,יושלם
1013,לדיון
1014,עמוקה
1015,חזרנו
1016,תוואי
1017,נאותה
1018,נימנע
1019,להבין
1020,תתבסס
1021,עלינו
1022,אנחנו
1023,להניע
1024,גרעון
1025,המבני
1026,תזמון
1027,ייתכן
1028,נקודה
1029,מקוון
1030,נגידי
1031,במפגש
1032,לאומי
1033,שיקום
1034,המפגש
1035,פאואל
1036,הודיע
1037,לנגיד
1038,ומנהל
1039,הובלה
1040,סייעה
1041,חטיבה
1042,פתוחה
1043,הניחה
1044,תשתית
1045,שדרוג
1046,ביצעה
1047,כהונה
1048,מחשוב
1049,אימוץ
1050,ממערך
1051,הוכיח
1052,וסייע
1053,מוקדי
1054,גובשה
1055,פורטל
1056,הציגה
1057,תמונת
1058,מקבלי
1059,ארגון
1060,איגוד
1061,הדגשת
1062,מקומה
1063,כמקור
1064,פינטק
1065,סייבר
1066,קרנית
1067,ניתנה
1068,עשייה
1069,זכיתי
1070,מעורר
1071,השראה
1072,שותפי
1073,מסיים
1074,תחושה
1075,סיפוק
1076,ומודה
1077,האמון
1078,חשובה
1079,לטובת
1080,הוביל
1081,להכרה
1082,מסורה
1083,מרובת
1084,הטמעת
1085,סייעו
1086,לאבנר
1087,צריכת
1088,במעקב
1089,המשקי
1090,שעתית
1091,הגיעה
1092,בשעות
1093,הבוקר
1094,שבתות
1095,אוויר
1096,הקודם
1097,מנטרת
1098,יפרסם
1099,יעדכן
1100,קישור
1101,מוצגת
1102,שהקים
1103,שמובא
1104,בנייר
1105,משקית
1106,לשגרה
1107,אומנם
1108,ארוכה
1109,הימים
1110,בשבוע
1111,שוטפת
1112,ממשבר
1113,שבועי
1114,תקנות
1115,חירום
1116,כרטיס
1117,וצאות
1118,מוצרי
1119,ביגוד
1120,ריהוט
1121,סכומי
1122,שלפני
1123,פרסום
1124,דפוסי
1125,להעיד
1126,אמצעי
1127,תשלום
1128,מהווה
1129,למעשה
1130,שדרכה
1131,מעולם
1132,מזומן
1133,ברורה
1134,מסייע
1135,גיבוש
1136,תרשים
1137,פילוח
1138,יומית
1139,המליץ
1140,למידת
1141,כשתחל
1142,לפרסם
1143,הרצאת
1144,וחברה
1145,דברים
1146,המכון
1147,המצגת
1148,מאקרו
1149,מיקוד
1150,הייטק
1151,הדגיש
1152,והמשך
1153,פוגעת
1154,שכבות
1155,חלשות
1156,נחושה
1157,ליישם
1158,תחזיר
1159,זווית
1160,אמרתי
1161,פעמים
1162,אוהבת
1163,ראינו
1164,תפקוד
1165,לצמוח
1166,לשגשג
1167,בתנאי
1168,ואחרת
1169,מקווה
1170,יתעכב
1171,בהרבה
1172,משימה
1173,במעלה
1174,להמשך
1175,נמשיך
1176,תתמוך
1177,עידוד
1178,הוסבו
1179,הסכום
1180,מירבי
1181,תסייע
1182,בטוחה
1183,נקבעה
1184,אימות
1185,אחידה
1186,בגובה
1187,תהווה
1188,הנמוך
1189,הקלדת
1190,החליט
1191,תבוצע
1192,לקראת
1193,מתקרה
1194,יידרש
1195,הסודי
1196,קירוב
1197,החיוב
1198,המסוף
1199,סליקה
1200,מכשיר
1201,התומך
1202,קבועה
1203,להיום
1204,בסכום
1205,הסכמת
1206,רשתות
1207,שיווק
1208,בסיוע
1209,מובלת
1210,ויותר
1211,מודיע
1212,מאוחר
1213,בכפוף
1214,מקרים
1215,פירוט
1216,באתרי
1217,טלפון
1218,ובאתר
1219,לנקוט
1220,ופנאי
1221,עליהן
1222,הבסיס
1223,למשבר
1224,חציון
1225,שעשוי
1226,הנגיף
1227,מילוי
1228,כיועץ
1229,דוגמת
1230,לסדרת
1231,שגיבש
1232,קהילה
1233,לשישה
1234,מרקחת
1235,ניווט
1236,ומתאר
1237,סוגים
1238,נסיעה
1239,הליכה
1240,ועבור
1241,יתרון
1242,ממדים
1243,וצעדי
1244,תגובה
1245,מיקום
1246,מוצלל
1247,מציין
1248,גינות
1249,תחנות
1250,ההקלה
1251,נהיגה
1252,שהחלה
1253,בכמות
1254,מסמנת
1255,להטלת
1256,שיקפה
1257,בצעדי
1258,ריחוק
1259,חברתי
1260,המעיט
1261,המזון
1262,משקפת
1263,הרגלי
1264,קניות
1265,היינו
1266,מצפים
1267,להסיק
1268,נערוך
1269,ערכים
1270,בעזרת
1271,שטחים
1272,והשטח
1273,הבהיר
1274,השטחת
1275,עקומה
1276,שכולל
1277,הניתן
1278,לנסות
1279,נשווה
1280,במזרח
1281,שבדיה
1282,היומי
1283,לדרום
1284,לזכור
1285,איננה
1286,בהכרח
1287,זמנים
1288,שנקטו
1289,והטלת
1290,בגודל
1291,בדרום
1292,וספגו
1293,מציגה
1294,ננקטה
1295,השבדי
1296,שפוגע
1297,דיווח
1298,מפעיל
1299,בקשיי
1300,שפגעו
1301,התקין
1302,לתמוך
1303,יתרות
1304,גולמי
1305,מוסבר
1306,שערוך
1307,מאידך
1308,הפרטי
1309,שאומץ
1310,דחיית
1311,כסיוע
1312,ובעלי
1313,נקלעו
1314,לקושי
1315,בהחזר
1316,שנטלו
1317,היקפי
1318,המגפה
1319,לסייע
1320,למשקי
1321,דרסטי
1322,שנכפה
1323,מעודד
1324,מגזרי
1325,מצטבר
1326,לצלוח
1327,ניהול
1328,אחראי
1329,לייצר
1330,בלגיה
1331,זילנד
1332,הולנד
1333,גורפת
1334,ולמצב
1335,אומצו
1336,שגובש
1337,ומוצג
1338,מרכיב
1339,חיוני
1340,שנזקק
1341,הדומה
1342,חבילת
1343,מפקחת
1344,עליהם
1345,יבקשו
1346,בהקלה
1347,תזרים
1348,מברכת
1349,לפועל
1350,הנדרש
1351,שנפגע
1352,מתחלק
1353,בדמות
1354,שהעסק
1355,לסיוע
1356,שנלמד
1357,השלמה
1358,לכלים
1359,לדחות
1360,מגבלה
1361,עמלות
1362,ייגבו
1363,נדחים
1364,יישאו
1365,בחוזה
1366,נטילת
1367,ועסקי
1368,יידחו
1369,להגיש
1370,תאריך
1371,יובהר
1372,יודגש
1373,כרוכה
1374,לחיוב
1375,שיוכל
1376,גובשו
1377,שמוצג
1378,בנספח
1379,שנמצא
1380,בהליך
1381,משפטי
1382,מסחרי
1383,במידת
1384,יוצעו
1385,פריסה
1386,דחיות
1387,בוצעו
1388,שטומן
1389,בחובו
1390,אפשרו
1391,לפרוס
1392,חובות
1393,בקשות
1394,הוגשו
1395,בשיאו
1396,נגזרו
1397,למאות
1398,ביקשו
1399,לספקי
1400,באופי
1401,ותנאי
1402,מקנים
1403,זכאות
1404,יועדה
1405,נכסיו
1406,הלווה
1407,הנסקר
1408,ודומה
1409,להפרש
1410,שקלול
1411,לגודל
1412,תפוקה
1413,מובהק
1414,מנוכה
1415,המאזן
1416,פדיון
1417,צופים
1418,תמשיך
1419,לסגור
1420,והקלה
1421,מגבלת
1422,קטנות
1423,בקרבת
1424,לדרגה
1425,יצוין
1426,האפקט
1427,צופות
1428,תימצא
1429,הבאים
1430,מענפי
1431,לדווח
1432,הגישה
1433,הקצאת
1434,הודעת
1435,הושלם
1436,במערך
1437,פינוי
1438,שנעשה
1439,ואינם
1440,הגדיר
1441,העוסק
1442,בבקשה
1443,מוקדם
1444,יבטיח
1445,שהגוף
1446,יתחבר
1447,ויספק
1448,תחילה
1449,עמידה
1450,משולב
1451,החמיר
1452,הושבת
1453,ביבוא
1454,באותו
1455,ומיתן
1456,מנהלי
1457,עודכן
1458,מבוטל
1459,בדיקה
1460,שביצע
1461,כיבדה
1462,ביטול
1463,מחויב
1464,לפיכך
1465,מחברת
1466,ליקוי
1467,נמסרה
1468,לחברת
1469,רשאית
1470,קליטת
1471,פעולת
1472,ניגוד
1473,לסעיף
1474,הוראת
1475,קובעת
1476,מנפיק
1477,יחייב
1478,להניח
1479,יוזמה
1480,ללקוח
1481,החוזה
1482,צדדים
1483,ביררה
1484,זהותו
1485,מחזיק
1486,קיבלה
1487,הסכמה
1488,הואיל
1489,סמכות
1490,פקודת
1491,במקרה
1492,איתור
1493,רוחבי
1494,בחברת
1495,אבידן
1496,חוזית
1497,שנקבע
1498,מפורש
1499,וסיום
1500,ועלול
1501,ימשיך
1502,לאכוף
1503,קיומן
1504,לוודא
1505,מפרסם
1506,הרצון
1507,תפיסת
1508,בנוגע
1509,מטרות
1510,לכוון
1511,זרקור
1512,שבוצע
1513,תפיסה
1514,עבורו
1515,החיים
1516,והוגן
1517,הושקה
1518,לעבור
1519,בקלות
1520,רווחת
1521,בבואם
1522,במצגת
1523,ערוצי
1524,שהבנק
1525,בסניף
1526,במוקד
1527,המתנה
1528,הנתון
1529,מחייב
1530,הממשק
1531,עיקרי
1532,בהגעה
1533,לסניף
1534,יצירת
1535,ואילו
1536,ומייל
1537,מתנהל
1538,הוגנת
1539,לעקוב
1540,יחידה
1541,פניות
1542,תלונת
1543,אליהם
1544,בדואר
1545,תיקון
1546,תעריף
1547,העמלה
1548,זיכוי
1549,חויבו
1550,כשבעה
1551,ההחזר
1552,שנגבה
1553,גבייה
1554,הוראה
1555,בכללי
1556,משלוח
1557,המקרה
1558,המכתב
1559,מדואר
1560,המקנה
1561,מייחס
1562,העומד
1563,לרשות
1564,כוונת
1565,אכיפת
1566,החלות
1567,מרחיב
1568,דרישה
1569,להשבת
1570,בעמוד
1571,וועדת
1572,הכנסת
1573,מבוסס
1574,שנגבו
1575,וקורא
1576,דרכים
1577,לגלות
1578,תפעול
1579,ועלות
1580,נוחות
1581,אותות
1582,שהינם
1583,בחוסר
1584,בשגרת
1585,חומות
1586,לנכסי
1587,החזקת
1588,וירדה
1589,נובעת
1590,מסיבת
1591,כיסוי
1592,מספיק
1593,הוזלת
1594,אשתקד
1595,אחזקת
1596,מעלות
1597,ממגמת
1598,נכנסו
1599,נגבות
1600,צולבת
1601,תופחת
1602,נגידת
1603,מהיקף
1604,בכחצי
1605,סופית
1606,לגובה
1607,הערות
1608,מתבקש
1609,לשלוח
1610,כתובת
1611,הדואר
1612,שמשלם
1613,סולקת
1614,מעמלה
1615,הסולק
1616,שמשקף
1617,לסולק
1618,נתונה
1619,מיקוח
1620,נקבעת
1621,תמורה
1622,שסיפק
1623,לגבות
1624,אושרה
1625,שימשה
1626,שנעשו
1627,אמורה
1628,מסכום
1629,בחיוב
1630,מיידי
1631,התקבל
1632,בגינן
1633,ההסדר
1634,שיהיו
1635,במבנה
1636,ייבחן
1637,ובניו
1638,וגבוה
1639,ורכיב
1640,שרמתה
1641,הבטחת
1642,הוכרה
1643,הגענו
1644,שקלים
1645,הפיכה
1646,שטרום
1647,והחוק
1648,ופרסם
1649,המטרה
1650,האחוז
1651,קפיצת
1652,מדרגה
1653,ההגעה
1654,שעברה
1655,המאמץ
1656,השקעת
1657,ומצפה
1658,תימשך
1659,לערוך
1660,מזרחי
1661,טפחות
1662,אקראי
1663,מייצג
1664,גילאי
1665,סבירה
1666,הכללי
1667,בשאלת
1668,המלצה
